Country,Country Code,Region,Year,Mortality_Rate,yhat_lower,yhat_upper,Model_Source,Model_Path
El Salvador,SLV,Latin America and Caribbean,2027,-1.5422440639834964,-11.272678432426149,8.77903305084618,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Equatorial Guinea,GNQ,Sub-Saharan Africa,2027,,,,no_model_insufficient_data,
Eritrea,ERI,Sub-Saharan Africa,2027,,,,no_model_insufficient_data,
Estonia,EST,Europe and Central Asia,2027,,,,no_model_insufficient_data,
Eswatini,SWZ,Sub-Saharan Africa,2027,,,,no_model_insufficient_data,
Ethiopia,ETH,Sub-Saharan Africa,2027,0.4416910824833424,-0.36604985045192784,1.2275429382303926,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Fiji,FJI,East Asia and Pacific,2027,-0.36083986352905423,-3.5365834535431317,2.9658368607807195,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Finland,FIN,Europe and Central Asia,2027,,,,no_model_insufficient_data,
France,FRA,Europe and Central Asia,2027,1.3501150710144203,-6.770807369758383,9.689014414410856,country,saved/country_France.pkl
French Polynesia,PYF,East Asia and Pacific,2027,,,,no_model_insufficient_data,
Gabon,GAB,Sub-Saharan Africa,2027,,,,no_model_insufficient_data,
Gambia,GMB,Sub-Saharan Africa,2027,,,,no_model_insufficient_data,
Georgia,GEO,Middle East and North Africa,2027,,,,no_model_insufficient_data,
Germany,DEU,Europe and Central Asia,2027,3.561550816966835,-0.6521422985461742,7.851685643244305,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Ghana,GHA,Sub-Saharan Africa,2027,0.4416910824833424,-0.34061402340431496,1.309888550394074,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Greece,GRC,Europe and Central Asia,2027,3.561550816966835,-0.6855291804518056,7.6695018907937795,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Grenada,GRD,Latin America and Caribbean,2027,,,,no_model_insufficient_data,
Guam,GUM,East Asia and Pacific,2027,,,,no_model_insufficient_data,
Guatemala,GTM,Latin America and Caribbean,2027,0.2942947444337903,-2.719598252530121,3.1849338901090336,country,saved/country_Guatemala.pkl
Guinea,GIN,Sub-Saharan Africa,2027,0.4416910824833424,-0.3902416762614227,1.2096212449253008,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Guinea-Bissau,GNB,Sub-Saharan Africa,2027,,,,no_model_insufficient_data,
Guyana,GUY,Latin America and Caribbean,2027,,,,no_model_insufficient_data,
Haiti,HTI,Latin America and Caribbean,2027,-97.20371861235304,-700.7951378756338,442.63738953817364,country,saved/country_Haiti.pkl
Honduras,HND,Latin America and Caribbean,2027,-1.5422440639834964,-11.694354367274558,7.996090477373469,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Hungary,HUN,Europe and Central Asia,2027,,,,no_model_insufficient_data,
Iceland,ISL,Europe and Central Asia,2027,,,,no_model_insufficient_data,
India,IND,South Asia,2027,0.01158926165945725,-0.4784035549141266,0.485780216439179,country,saved/country_India.pkl
Indonesia,IDN,East Asia and Pacific,2027,-3.600444216492934,-21.157004785506487,12.880960218129966,country,saved/country_Indonesia.pkl
Iran (Islamic Republic of),IRN,South Asia,2027,-2.496677898350121,-12.293769309841187,6.225420368886629,country,saved/country_Iran_(Islamic_Republic_of).pkl
Iraq,IRQ,Middle East and North Africa,2027,4.227895625198864,-1.5662711788715629,9.566773631716899,fallback_region:Middle East and North Africa,saved/region_Middle_East_and_North_Africa.pkl
Ireland,IRL,Europe and Central Asia,2027,,,,no_model_insufficient_data,
Israel,ISR,Middle East and North Africa,2027,,,,no_model_insufficient_data,
Italy,ITA,Europe and Central Asia,2027,28.341836370136214,17.98438954146812,39.43525357018361,country,saved/country_Italy.pkl
Jamaica,JAM,Latin America and Caribbean,2027,,,,no_model_insufficient_data,
Japan,JPN,East Asia and Pacific,2027,-0.42887080298347824,-4.036945396121347,3.387106545683524,country,saved/country_Japan.pkl
Jordan,JOR,Middle East and North Africa,2027,,,,no_model_insufficient_data,
Kazakhstan,KAZ,Europe and Central Asia,2027,,,,no_model_insufficient_data,
Kenya,KEN,Sub-Saharan Africa,2027,0.37086060715987995,0.05858461489499221,0.679697969456795,country,saved/country_Kenya.pkl
Kiribati,KIR,East Asia and Pacific,2027,,,,no_model_insufficient_data,
Kuwait,KWT,Middle East and North Africa,2027,,,,no_model_insufficient_data,
Kyrgyzstan,KGZ,Europe and Central Asia,2027,,,,no_model_insufficient_data,
Lao People's Democratic Republic,LAO,East Asia and Pacific,2027,-0.36083986352905423,-3.4761874476384476,2.887184053813233,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Latvia,LVA,Europe and Central Asia,2027,,,,no_model_insufficient_data,
Lebanon,LBN,Middle East and North Africa,2027,,,,no_model_insufficient_data,
Lesotho,LSO,Sub-Saharan Africa,2027,,,,no_model_insufficient_data,
Liberia,LBR,Sub-Saharan Africa,2027,,,,no_model_insufficient_data,
Libya,LBY,Middle East and North Africa,2027,,,,no_model_insufficient_data,
Liechtenstein,LIE,Europe and Central Asia,2027,,,,no_model_insufficient_data,
Lithuania,LTU,Europe and Central Asia,2027,,,,no_model_insufficient_data,
Luxembourg,LUX,Europe and Central Asia,2027,,,,no_model_insufficient_data,
Madagascar,MDG,Sub-Saharan Africa,2027,-0.030248351621659435,-0.9332135335358186,0.9269780912373045,country,saved/country_Madagascar.pkl
Malawi,MWI,Sub-Saharan Africa,2027,0.4416910824833424,-0.39515823825289426,1.165864785845847,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Malaysia,MYS,East Asia and Pacific,2027,-0.36083986352905423,-3.4884075578870384,2.861911221963729,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Maldives,MDV,South Asia,2027,,,,no_model_insufficient_data,
Mali,MLI,Sub-Saharan Africa,2027,0.4416910824833424,-0.3430065368252514,1.232001425617115,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Malta,MLT,Europe and Central Asia,2027,,,,no_model_insufficient_data,
Marshall Islands,MHL,East Asia and Pacific,2027,,,,no_model_insufficient_data,
Mauritania,MRT,Sub-Saharan Africa,2027,,,,no_model_insufficient_data,
Mauritius,MUS,Sub-Saharan Africa,2027,,,,no_model_insufficient_data,
Mexico,MEX,Latin America and Caribbean,2027,0.08919911377261736,-0.021957499043416887,0.19168189963610618,country,saved/country_Mexico.pkl
Micronesia (Federated States of),FSM,East Asia and Pacific,2027,,,,no_model_insufficient_data,
Mongolia,MNG,East Asia and Pacific,2027,,,,no_model_insufficient_data,
Montenegro,MNE,Europe and Central Asia,2027,,,,no_model_insufficient_data,
Morocco,MAR,Middle East and North Africa,2027,4.227895625198864,-2.061118792640805,9.591274125340927,fallback_region:Middle East and North Africa,saved/region_Middle_East_and_North_Africa.pkl
Mozambique,MOZ,Sub-Saharan Africa,2027,0.4787791027046794,-0.6648159065130228,1.502374839977579,country,saved/country_Mozambique.pkl
Myanmar,MMR,East Asia and Pacific,2027,-0.36083986352905423,-3.2879012660147793,2.639862776410114,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Namibia,NAM,Sub-Saharan Africa,2027,,,,no_model_insufficient_data,
Nepal,NPL,South Asia,2027,3.0597411027416856,-5.1111373454830025,10.956724753798932,country,saved/country_Nepal.pkl
Netherlands (Kingdom of the),NLD,Europe and Central Asia,2027,,,,no_model_insufficient_data,
New Caledonia,NCL,East Asia and Pacific,2027,,,,no_model_insufficient_data,
New Zealand,NZL,East Asia and Pacific,2027,,,,no_model_insufficient_data,
Nicaragua,NIC,Latin America and Caribbean,2027,-1.5422440639834964,-11.069926267258777,8.044320267212461,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Niger,NER,Sub-Saharan Africa,2027,0.5954430623086274,-0.264347067106311,1.4053121842686571,country,saved/country_Niger.pkl
Nigeria,NGA,Sub-Saharan Africa,2027,0.4836345618871705,-0.04899243268368236,0.96683885743664,country,saved/country_Nigeria.pkl
North Macedonia,MKD,Europe and Central Asia,2027,,,,no_model_insufficient_data,
Northern Mariana Islands,MNP,East Asia and Pacific,2027,,,,no_model_insufficient_data,
Norway,NOR,Europe and Central Asia,2027,,,,no_model_insufficient_data,
Oman,OMN,Middle East and North Africa,2027,,,,no_model_insufficient_data,
Pakistan,PAK,South Asia,2027,-1.3716097817134052,-11.612412712547256,9.242565790224546,country,saved/country_Pakistan.pkl
Palau,PLW,East Asia and Pacific,2027,,,,no_model_insufficient_data,
Panama,PAN,Latin America and Caribbean,2027,-1.5422440639834964,-11.520944723337086,8.324757472556593,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Papua New Guinea,PNG,East Asia and Pacific,2027,-0.36083986352905423,-3.542753782111425,2.842699672944366,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Paraguay,PRY,Latin America and Caribbean,2027,-1.5422440639834964,-11.406752865143442,9.014370377193798,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Peru,PER,Latin America and Caribbean,2027,0.12765699480096385,-0.6894840383290003,0.989180736995646,country,saved/country_Peru.pkl
Philippines,PHL,East Asia and Pacific,2027,-0.33233201844243687,-1.974833998504664,1.3704391012636046,country,saved/country_Philippines.pkl
Poland,POL,Europe and Central Asia,2027,5.04255616495446,4.345158226164023,5.742508556546803,country,saved/country_Poland.pkl
Portugal,PRT,Europe and Central Asia,2027,3.561550816966835,-0.631874544335526,7.5441137114375465,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Puerto Rico,PRI,Latin America and Caribbean,2027,,,,no_model_insufficient_data,
Qatar,QAT,Middle East and North Africa,2027,,,,no_model_insufficient_data,
Republic of Korea,KOR,East Asia and Pacific,2027,-0.36083986352905423,-3.5006079729868604,2.7250943086520976,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Republic of Moldova,MDA,Europe and Central Asia,2027,,,,no_model_insufficient_data,
Romania,ROU,Europe and Central Asia,2027,32.227184056293,29.07596635102651,35.05059729369165,country,saved/country_Romania.pkl
Russian Federation,RUS,Europe and Central Asia,2027,3.561550816966835,-0.6668979173130586,7.695593512529857,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Rwanda,RWA,Sub-Saharan Africa,2027,0.4416910824833424,-0.3238085730155866,1.2102883150500123,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Saint Kitts and Nevis,KNA,Latin America and Caribbean,2027,,,,no_model_insufficient_data,
Saint Lucia,LCA,Latin America and Caribbean,2027,,,,no_model_insufficient_data,
Saint Martin (French Part),MAF,Latin America and Caribbean,2027,,,,no_model_insufficient_data,
Saint Vincent and the Grenadines,VCT,Latin America and Caribbean,2027,,,,no_model_insufficient_data,
Samoa,WSM,East Asia and Pacific,2027,,,,no_model_insufficient_data,
Sao Tome and Principe,STP,Sub-Saharan Africa,2027,,,,no_model_insufficient_data,
Saudi Arabia,SAU,Middle East and North Africa,2027,4.227895625198864,-1.7753138995665736,9.494289181840035,fallback_region:Middle East and North Africa,saved/region_Middle_East_and_North_Africa.pkl
Senegal,SEN,Sub-Saharan Africa,2027,0.4416910824833424,-0.40500148956756526,1.261475816059674,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Serbia,SRB,Europe and Central Asia,2027,,,,no_model_insufficient_data,
Seychelles,SYC,Sub-Saharan Africa,2027,,,,no_model_insufficient_data,
Sierra Leone,SLE,Sub-Saharan Africa,2027,0.4416910824833424,-0.372529058722021,1.2223608690737362,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Singapore,SGP,East Asia and Pacific,2027,,,,no_model_insufficient_data,
Sint Maarten (Dutch part),SXM,Latin America and Caribbean,2027,,,,no_model_insufficient_data,
Slovakia,SVK,Europe and Central Asia,2027,3.561550816966835,-0.8434927046944295,7.726740717542458,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Slovenia,SVN,Europe and Central Asia,2027,,,,no_model_insufficient_data,
Solomon Islands,SLB,East Asia and Pacific,2027,,,,no_model_insufficient_data,
Somalia,SOM,Sub-Saharan Africa,2027,0.4416910824833424,-0.4083876248805718,1.1981944619047693,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
South Africa,ZAF,Sub-Saharan Africa,2027,0.29590697795860416,0.062465288045061206,0.5072383637542052,country,saved/country_South_Africa.pkl
South Sudan,SSD,Sub-Saharan Africa,2027,,,,no_model_insufficient_data,
Spain,ESP,Europe and Central Asia,2027,3.561550816966835,-0.39934571200469793,7.617452382468156,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Sri Lanka,LKA,South Asia,2027,-8.685236461434515,-51.70709590041035,35.89172048200761,country,saved/country_Sri_Lanka.pkl
State of Palestine,PSE,Middle East and North Africa,2027,,,,no_model_insufficient_data,
Sudan,SDN,Middle East and North Africa,2027,0.6612496535008043,-0.6091953031341947,2.020007132184782,country,saved/country_Sudan.pkl
Suriname,SUR,Latin America and Caribbean,2027,,,,no_model_insufficient_data,
Sweden,SWE,Europe and Central Asia,2027,,,,no_model_insufficient_data,
Switzerland,CHE,Europe and Central Asia,2027,3.561550816966835,-0.5327575507938946,8.059676267119427,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Syrian Arab Republic,SYR,Middle East and North Africa,2027,,,,no_model_insufficient_data,
Tajikistan,TJK,Europe and Central Asia,2027,3.561550816966835,-0.658107720552404,7.823928132647952,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Thailand,THA,East Asia and Pacific,2027,-0.6200770815356231,-3.8525163817569683,2.2919946046923108,country,saved/country_Thailand.pkl
Timor-Leste,TLS,East Asia and Pacific,2027,,,,no_model_insufficient_data,
Togo,TGO,Sub-Saharan Africa,2027,,,,no_model_insufficient_data,
Tonga,TON,East Asia and Pacific,2027,,,,no_model_insufficient_data,
Trinidad and Tobago,TTO,Latin America and Caribbean,2027,,,,no_model_insufficient_data,
Tunisia,TUN,Middle East and North Africa,2027,,,,no_model_insufficient_data,
Turkmenistan,TKM,Europe and Central Asia,2027,,,,no_model_insufficient_data,
Turks and Caicos Islands,TCA,Latin America and Caribbean,2027,,,,no_model_insufficient_data,
Tuvalu,TUV,East Asia and Pacific,2027,,,,no_model_insufficient_data,
Türkiye,TUR,Middle East and North Africa,2027,4.227895625198864,-1.400165194083419,9.862394286832151,fallback_region:Middle East and North Africa,saved/region_Middle_East_and_North_Africa.pkl
Uganda,UGA,Sub-Saharan Africa,2027,0.9150376938466365,-0.3935349662213613,2.263819856649542,country,saved/country_Uganda.pkl
Ukraine,UKR,Europe and Central Asia,2027,3.561550816966835,-0.74770824000726,7.588090654300282,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
United Arab Emirates,ARE,Middle East and North Africa,2027,,,,no_model_insufficient_data,
United Kingdom of Great Britain and Northern Ireland,GBR,Europe and Central Asia,2027,3.561550816966835,-0.6409559035658842,7.612623233054598,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
United Republic of Tanzania,TZA,Sub-Saharan Africa,2027,0.4416910824833424,-0.3587650171995958,1.2732824185546896,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
United States Virgin Islands,VIR,Latin America and Caribbean,2027,,,,no_model_insufficient_data,
United States of America,USA,North America,2027,0.1670186725006134,0.0020318443761298175,0.3463833756718298,country,saved/country_United_States_of_America.pkl
Uruguay,URY,Latin America and Caribbean,2027,,,,no_model_insufficient_data,
Uzbekistan,UZB,Europe and Central Asia,2027,,,,no_model_insufficient_data,
Vanuatu,VUT,East Asia and Pacific,2027,,,,no_model_insufficient_data,
Venezuela (Bolivarian Republic of),VEN,Latin America and Caribbean,2027,-1.5422440639834964,-11.428049095172303,8.293940882303449,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Viet Nam,VNM,East Asia and Pacific,2027,0.06372474962729203,-0.145274493953715,0.2753199695810382,country,saved/country_Viet_Nam.pkl
Yemen,YEM,Middle East and North Africa,2027,4.227895625198864,-0.9657909740165533,9.764426185702813,fallback_region:Middle East and North Africa,saved/region_Middle_East_and_North_Africa.pkl
Zambia,ZMB,Sub-Saharan Africa,2027,0.4416910824833424,-0.39158740899987704,1.269438772517845,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Zimbabwe,ZWE,Sub-Saharan Africa,2027,0.4416910824833424,-0.3104038362922874,1.2227509885663388,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Afghanistan,AFG,South Asia,2028,2.6729268098153334,-1.3846171507160554,7.084496261518738,country,saved/country_Afghanistan.pkl
Albania,ALB,Europe and Central Asia,2028,,,,no_model_insufficient_data,
Algeria,DZA,Middle East and North Africa,2028,4.427048121443373,-1.1943815958111559,10.610267562416343,fallback_region:Middle East and North Africa,saved/region_Middle_East_and_North_Africa.pkl
American Samoa,ASM,East Asia and Pacific,2028,,,,no_model_insufficient_data,
Angola,AGO,Sub-Saharan Africa,2028,0.4201596831506518,-0.42842783841913284,1.1914790547657836,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Antigua and Barbuda,ATG,Latin America and Caribbean,2028,,,,no_model_insufficient_data,
Argentina,ARG,Latin America and Caribbean,2028,-1.8722144014569928,-11.384206637279542,7.73160587578149,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Armenia,ARM,Middle East and North Africa,2028,,,,no_model_insufficient_data,
Australia,AUS,East Asia and Pacific,2028,-0.08104849362662396,-0.6458141774810228,0.5150686342833106,country,saved/country_Australia.pkl
Austria,AUT,Europe and Central Asia,2028,3.6739515201832407,-0.28713893723256656,7.775123234285418,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Azerbaijan,AZE,Middle East and North Africa,2028,,,,no_model_insufficient_data,
Bahamas,BHS,Latin America and Caribbean,2028,,,,no_model_insufficient_data,
Bangladesh,BGD,South Asia,2028,-0.1036238663613009,-0.9913187016301519,0.7187869994377035,country,saved/country_Bangladesh.pkl
Barbados,BRB,Latin America and Caribbean,2028,,,,no_model_insufficient_data,
Belarus,BLR,Europe and Central Asia,2028,,,,no_model_insufficient_data,
Belgium,BEL,Europe and Central Asia,2028,3.6739515201832407,-0.6799789303834743,7.995520144435725,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Belize,BLZ,Latin America and Caribbean,2028,,,,no_model_insufficient_data,
Benin,BEN,Sub-Saharan Africa,2028,0.4201596831506518,-0.42536382830500197,1.1756792663489515,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Bermuda,BMU,North America,2028,,,,no_model_insufficient_data,
Bhutan,BTN,South Asia,2028,,,,no_model_insufficient_data,
Bolivia (Plurinational State of),BOL,Latin America and Caribbean,2028,-1.8722144014569928,-11.312976605523623,7.521770948897654,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Bosnia and Herzegovina,BIH,Europe and Central Asia,2028,,,,no_model_insufficient_data,
Botswana,BWA,Sub-Saharan Africa,2028,,,,no_model_insufficient_data,
Brazil,BRA,Latin America and Caribbean,2028,0.10805065087744457,-0.02855359274137418,0.24462526120605751,country,saved/country_Brazil.pkl
British Virgin Islands,VGB,Latin America and Caribbean,2028,,,,no_model_insufficient_data,
Bulgaria,BGR,Europe and Central Asia,2028,3.6739515201832407,-0.4137527541067548,7.784513314533342,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Burkina Faso,BFA,Sub-Saharan Africa,2028,0.4201596831506518,-0.3839662743664805,1.2566917102977198,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Burundi,BDI,Sub-Saharan Africa,2028,0.4201596831506518,-0.3951804473904621,1.238202139754262,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Cabo Verde,CPV,Sub-Saharan Africa,2028,,,,no_model_insufficient_data,
Cambodia,KHM,East Asia and Pacific,2028,-0.4514749716525525,-3.6806352769542836,2.6417642278526072,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Cameroon,CMR,Sub-Saharan Africa,2028,0.4201596831506518,-0.3797472997116896,1.1566706012745571,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Canada,CAN,North America,2028,0.23728972940710236,0.07722977720342393,0.4065297715578407,fallback_region:North America,saved/region_North_America.pkl
Cayman Islands,CYM,Latin America and Caribbean,2028,,,,no_model_insufficient_data,
Central African Republic,CAF,Sub-Saharan Africa,2028,0.4201596831506518,-0.3910455832287976,1.1941820799903562,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Chad,TCD,Sub-Saharan Africa,2028,0.4201596831506518,-0.39361269522975073,1.2251735334762979,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Chile,CHL,Latin America and Caribbean,2028,-1.8722144014569928,-12.110253665321828,7.267681428133225,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
China,CHN,East Asia and Pacific,2028,-0.3743911333817869,-1.9800769587357623,1.1467244719165715,country,saved/country_China.pkl
"China, Hong Kong Special Administrative Region",HKG,East Asia and Pacific,2028,,,,no_model_insufficient_data,
"China, Macao Special Administrative Region",MAC,East Asia and Pacific,2028,,,,no_model_insufficient_data,
Colombia,COL,Latin America and Caribbean,2028,0.17791730157130187,-0.18597378368683073,0.5116390524939068,country,saved/country_Colombia.pkl
Comoros,COM,Sub-Saharan Africa,2028,,,,no_model_insufficient_data,
Congo,COG,Sub-Saharan Africa,2028,0.4201596831506518,-0.4139715864411596,1.1972797420826253,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Costa Rica,CRI,Latin America and Caribbean,2028,-1.8722144014569928,-11.915709239632564,7.453780834513271,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Croatia,HRV,Europe and Central Asia,2028,,,,no_model_insufficient_data,
Cuba,CUB,Latin America and Caribbean,2028,-1.8722144014569928,-11.136102661785422,7.781400480144775,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Cyprus,CYP,Middle East and North Africa,2028,,,,no_model_insufficient_data,
Czechia,CZE,Europe and Central Asia,2028,3.6739515201832407,-0.477972299594014,7.905509027301492,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Côte d’Ivoire,CIV,Sub-Saharan Africa,2028,0.4201596831506518,-0.3569881260814892,1.245892787039203,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Democratic People's Republic of Korea,PRK,East Asia and Pacific,2028,-0.4514749716525525,-3.6124416448490018,2.6115495775456905,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Democratic Republic of the Congo,COD,Sub-Saharan Africa,2028,0.8594755602672729,-0.9534652191490007,2.5617553048748483,country,saved/country_Democratic_Republic_of_the_Congo.pkl
Denmark,DNK,Europe and Central Asia,2028,,,,no_model_insufficient_data,
Djibouti,DJI,Sub-Saharan Africa,2028,,,,no_model_insufficient_data,
Dominica,DMA,Latin America and Caribbean,2028,,,,no_model_insufficient_data,
Dominican Republic,DOM,Latin America and Caribbean,2028,-1.8722144014569928,-11.487877776803344,7.4855901971108,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Ecuador,ECU,Latin America and Caribbean,2028,-1.8722144014569928,-11.251741042193968,8.217769290581874,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Egypt,EGY,Middle East and North Africa,2028,,,,no_model_insufficient_data,
El Salvador,SLV,Latin America and Caribbean,2028,-1.8722144014569928,-11.734736579593172,8.191664770665314,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Equatorial Guinea,GNQ,Sub-Saharan Africa,2028,,,,no_model_insufficient_data,
Eritrea,ERI,Sub-Saharan Africa,2028,,,,no_model_insufficient_data,
Estonia,EST,Europe and Central Asia,2028,,,,no_model_insufficient_data,
Eswatini,SWZ,Sub-Saharan Africa,2028,,,,no_model_insufficient_data,
Ethiopia,ETH,Sub-Saharan Africa,2028,0.4201596831506518,-0.3889282881219705,1.2666466241942995,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Fiji,FJI,East Asia and Pacific,2028,-0.4514749716525525,-3.508208317957522,3.0676676010627446,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Finland,FIN,Europe and Central Asia,2028,,,,no_model_insufficient_data,
France,FRA,Europe and Central Asia,2028,1.2841108611314203,-7.003461375093332,9.237893828475842,country,saved/country_France.pkl
French Polynesia,PYF,East Asia and Pacific,2028,,,,no_model_insufficient_data,
Gabon,GAB,Sub-Saharan Africa,2028,,,,no_model_insufficient_data,
Gambia,GMB,Sub-Saharan Africa,2028,,,,no_model_insufficient_data,
Georgia,GEO,Middle East and North Africa,2028,,,,no_model_insufficient_data,
Germany,DEU,Europe and Central Asia,2028,3.6739515201832407,-0.737724258175547,7.712403089765872,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Ghana,GHA,Sub-Saharan Africa,2028,0.4201596831506518,-0.3347242195328252,1.2594447982080603,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Greece,GRC,Europe and Central Asia,2028,3.6739515201832407,-0.571198586814823,7.77300851881543,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Grenada,GRD,Latin America and Caribbean,2028,,,,no_model_insufficient_data,
Guam,GUM,East Asia and Pacific,2028,,,,no_model_insufficient_data,
Guatemala,GTM,Latin America and Caribbean,2028,0.2478726953476482,-2.797594579174621,3.1186200883280355,country,saved/country_Guatemala.pkl
Guinea,GIN,Sub-Saharan Africa,2028,0.4201596831506518,-0.4006014549462119,1.189369859718721,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Guinea-Bissau,GNB,Sub-Saharan Africa,2028,,,,no_model_insufficient_data,
Guyana,GUY,Latin America and Caribbean,2028,,,,no_model_insufficient_data,
Haiti,HTI,Latin America and Caribbean,2028,-116.00751715515648,-673.4262094816963,438.0128675945173,country,saved/country_Haiti.pkl
Honduras,HND,Latin America and Caribbean,2028,-1.8722144014569928,-11.137676567201494,7.12981901143367,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Hungary,HUN,Europe and Central Asia,2028,,,,no_model_insufficient_data,
Iceland,ISL,Europe and Central Asia,2028,,,,no_model_insufficient_data,
India,IND,South Asia,2028,-0.0031780206480076403,-0.4985359746807746,0.4698228268543853,country,saved/country_India.pkl
Indonesia,IDN,East Asia and Pacific,2028,-4.061805646261172,-20.864406886696226,12.913538965257654,country,saved/country_Indonesia.pkl
Iran (Islamic Republic of),IRN,South Asia,2028,-2.778770351019257,-11.819334636270382,6.8512885713284,country,saved/country_Iran_(Islamic_Republic_of).pkl
Iraq,IRQ,Middle East and North Africa,2028,4.427048121443373,-1.2416457462804849,9.897415755227026,fallback_region:Middle East and North Africa,saved/region_Middle_East_and_North_Africa.pkl
Ireland,IRL,Europe and Central Asia,2028,,,,no_model_insufficient_data,
Israel,ISR,Middle East and North Africa,2028,,,,no_model_insufficient_data,
